ID,Vente,Adresse,TypeB,Surface,Prix,Nombre de Chambres,Date Vente
V1419,Quai de Bellevue,Pau,Appartement,493,1735500,2,2022-01-08
V1420,Place de la Forêt,Pau,Appartement,353,1265500,6,2020-06-21
V1421,Place de la Forêt,Pau,Appartement,115,417500,3,2021-05-12
V1422,Chemin des Champs-Élysées,Courbevoie,Villa,96,529000,5,2020-09-15
V1423,Rue de la Liberté,Courbevoie,Villa,89,477250,2,2021-06-27
V1424,Rue des Fleurs,Courbevoie,Villa,383,2035750,5,2023-08-22
V1425,Avenue du Moulin,Courbevoie,Villa,278,1509500,10,2022-03-05
V1426,Boulevard du Parc,Courbevoie,Villa,479,2544750,6,2022-04-04
V1427,Boulevard de l'Opéra,Courbevoie,Villa,146,791500,5,2023-04-30
V1428,Chemin du Moulin,Courbevoie,Villa,425,2281250,10,2022-09-18
V1429,Quai des Lilas,Courbevoie,Villa,204,1081000,2,2022-12-14
V1430,Allée des Champs-Élysées,Courbevoie,Villa,242,1290500,4,2021-03-03
V1431,Boulevard du Moulin,Courbevoie,Villa,36,194000,1,2020-07-05
V1432,Place des Vignes,Courbevoie,Maison,276,1199200,8,2023-05-14
V1433,Place des Écoles,Courbevoie,Maison,66,302200,5,2022-06-23
V1434,Boulevard Saint-Martin,Courbevoie,Maison,28,137600,4,2020-10-21
V1435,Rue des Lilas,Courbevoie,Maison,269,1164800,7,2023-05-03
V1436,Boulevard de la Forêt,Courbevoie,Maison,57,244400,1,2023-11-20
V1437,Quai de la Gare,Courbevoie,Maison,290,1268000,10,2021-02-09
V1438,Chemin de l'Opéra,Courbevoie,Maison,191,822200,4,2020-02-12
V1439,Rue des Fleurs,Courbevoie,Maison,442,1891400,7,2021-04-01
V1440,Quai de l'Opéra,Courbevoie,Maison,128,572600,7,2023-12-01
V1441,Chemin de Bellevue,Courbevoie,Maison,122,532400,4,2023-03-25
V1442,Chemin Saint-Martin,Courbevoie,Appartement,37,159500,6,2022-03-25
V1443,Rue de l'Opéra,Courbevoie,Appartement,143,505500,1,2023-01-17
V1444,Place de Bellevue,Courbevoie,Appartement,181,638500,1,2022-11-19
V1445,Rue de la République,Courbevoie,Appartement,251,888500,2,2023-08-14
V1446,Quai des Champs-Élysées,Courbevoie,Appartement,251,928500,10,2022-06-23
V1447,Allée de la Paix,Courbevoie,Appartement,361,1298500,7,2023-01-16
V1448,Boulevard du Moulin,Courbevoie,Appartement,367,1309500,5,2023-01-02
V1449,Chemin du Parc,Courbevoie,Appartement,263,935500,3,2023-07-12
V1450,Chemin de la Gare,Courbevoie,Appartement,303,1085500,5,2021-09-03
V1451,Avenue de la République,Courbevoie,Appartement,264,969000,9,2023-07-21
V1452,Allée du Moulin,Vitry-sur-Seine,Villa,296,1569000,3,2023-05-26
V1453,Chemin du Parc,Vitry-sur-Seine,Villa,126,701500,8,2020-08-06
V1454,Place de la République,Vitry-sur-Seine,Villa,175,938750,4,2021-09-15
V1455,Quai de la Mairie,Vitry-sur-Seine,Villa,428,2287000,8,2022-07-27
V1456,Rue Saint-Martin,Vitry-sur-Seine,Villa,458,2429500,5,2023-04-10
V1457,Rue de la Liberté,Vitry-sur-Seine,Villa,182,1005500,10,2023-04-27
V1458,Quai de la Forêt,Vitry-sur-Seine,Villa,391,2067750,3,2023-12-24
V1459,Boulevard Saint-Martin,Vitry-sur-Seine,Villa,462,2440500,3,2022-05-25
V1460,Chemin de la Forêt,Vitry-sur-Seine,Villa,100,565000,8,2021-08-01
V1461,Quai Jean Jaurès,Vitry-sur-Seine,Villa,190,1012500,3,2022-10-11
V1462,Chemin de la Liberté,Vitry-sur-Seine,Maison,204,901800,9,2023-11-29
V1463,Allée de la Liberté,Vitry-sur-Seine,Maison,391,1667200,5,2021-09-04
V1464,Quai de Bellevue,Vitry-sur-Seine,Maison,332,1419400,5,2020-12-23
V1465,Quai de l'Opéra,Vitry-sur-Seine,Maison,164,718800,6,2023-09-17
V1466,Avenue Saint-Martin,Vitry-sur-Seine,Maison,187,795400,2,2021-08-30
V1467,Rue du Lac,Vitry-sur-Seine,Maison,329,1426800,9,2022-02-03
V1468,Rue de Bellevue,Vitry-sur-Seine,Maison,31,175200,9,2022-05-24
V1469,Avenue de Bellevue,Vitry-sur-Seine,Maison,49,215800,2,2020-12-28
V1470,Allée du Parc,Vitry-sur-Seine,Maison,475,2035000,8,2023-11-13
V1471,Quai de la République,Vitry-sur-Seine,Maison,326,1409200,8,2023-09-21
V1472,Allée Saint-Martin,Vitry-sur-Seine,Appartement,200,705000,1,2020-07-02
V1473,Chemin des Lilas,Vitry-sur-Seine,Appartement,397,1419500,6,2020-01-23
V1474,Rue Victor Hugo,Vitry-sur-Seine,Appartement,88,338000,6,2022-02-04
V1475,Allée des Vignes,Vitry-sur-Seine,Appartement,232,862000,10,2021-08-24
V1476,Place de la Gare,Vitry-sur-Seine,Appartement,292,1057000,7,2023-11-30
V1477,Quai de la Liberté,Vitry-sur-Seine,Appartement,335,1187500,3,2022-05-16
V1478,Quai de la Paix,Vitry-sur-Seine,Appartement,334,1174000,1,2020-01-07
V1479,Rue de la Paix,Vitry-sur-Seine,Appartement,344,1239000,7,2020-11-21
V1480,Place de la Paix,Vitry-sur-Seine,Appartement,223,805500,5,2021-09-29
V1481,Quai de la Forêt,Vitry-sur-Seine,Appartement,498,1783000,8,2021-03-18
V1482,Rue de Bellevue,Asnières-sur-Seine,Villa,83,460750,5,2021-04-21
V1483,Place des Lilas,Asnières-sur-Seine,Villa,385,2066250,9,2022-05-05
V1484,Quai de l'Église,Asnières-sur-Seine,Villa,326,1761500,10,2021-02-11
V1485,Rue de la Liberté,Asnières-sur-Seine,Villa,134,753500,10,2020-01-17
V1486,Quai de Bellevue,Asnières-sur-Seine,Villa,59,334750,5,2021-02-21
V1487,Avenue Victor Hugo,Asnières-sur-Seine,Villa,290,1567500,9,2022-09-28
V1488,Avenue de la Mairie,Asnières-sur-Seine,Villa,116,654000,9,2023-01-12
V1489,Quai Victor Hugo,Asnières-sur-Seine,Villa,159,884750,10,2023-05-06
V1490,Chemin Jean Jaurès,Asnières-sur-Seine,Villa,61,330250,2,2020-09-07
V1491,Chemin de l'Église,Asnières-sur-Seine,Villa,81,430250,1,2022-09-28
V1492,Quai de la Liberté,Asnières-sur-Seine,Maison,274,1155800,1,2020-02-05
V1493,Quai du Parc,Asnières-sur-Seine,Maison,103,442600,2,2020-10-06
V1494,Place de la Liberté,Asnières-sur-Seine,Maison,97,412400,1,2021-02-03
V1495,Quai Jean Jaurès,Asnières-sur-Seine,Maison,95,409000,2,2021-04-27
V1496,Rue du Moulin,Asnières-sur-Seine,Maison,155,681000,6,2023-10-08
V1497,Chemin du Moulin,Asnières-sur-Seine,Maison,274,1165800,3,2020-12-07
V1498,Allée de la République,Asnières-sur-Seine,Maison,144,654800,10,2021-06-26
V1499,Quai de Bellevue,Asnières-sur-Seine,Maison,387,1640400,3,2021-02-03
V1500,Place du Parc,Asnières-sur-Seine,Maison,140,608000,4,2022-04-30
V1501,Avenue de la Mairie,Asnières-sur-Seine,Maison,390,1668000,6,2020-04-08
V1502,Avenue de la Liberté,Asnières-sur-Seine,Appartement,479,1711500,7,2022-11-22
V1503,Boulevard du Parc,Asnières-sur-Seine,Appartement,44,194000,8,2021-08-26
V1504,Quai des Fleurs,Asnières-sur-Seine,Appartement,382,1352000,3,2022-05-11
V1505,Allée du Moulin,Asnières-sur-Seine,Appartement,202,717000,2,2022-06-04
V1506,Allée du Parc,Asnières-sur-Seine,Appartement,414,1499000,10,2020-09-05
V1507,Avenue du Lac,Asnières-sur-Seine,Appartement,109,411500,6,2021-07-07
V1508,Boulevard de la République,Asnières-sur-Seine,Appartement,243,900500,10,2020-09-28
V1509,Place Jean Jaurès,Asnières-sur-Seine,Appartement,318,1163000,10,2020-03-13
V1510,Allée du Lac,Asnières-sur-Seine,Appartement,278,1003000,6,2021-09-09
V1511,Rue de Bellevue,Asnières-sur-Seine,Appartement,234,834000,3,2023-08-21
V1512,Allée des Écoles,Colombes,Villa,488,2577000,3,2021-04-12
V1513,Quai Saint-Martin,Colombes,Villa,41,260250,9,2022-08-17
V1514,Boulevard de l'Église,Colombes,Villa,178,964500,6,2022-01-05
V1515,Boulevard de l'Opéra,Colombes,Villa,167,891750,3,2020-12-03
V1516,Place de la Forêt,Colombes,Villa,90,492500,4,2022-10-05
V1517,Chemin des Champs-Élysées,Colombes,Villa,214,1158500,7,2021-09-17
V1518,Avenue des Vignes,Colombes,Villa,231,1227750,3,2023-09-07
V1519,Place des Écoles,Colombes,Villa,293,1553250,3,2023-06-17
V1520,Rue Victor Hugo,Colombes,Villa,281,1495250,4,2020-03-13
V1521,Place des Fleurs,Colombes,Villa,74,413500,5,2020-04-05
V1522,Avenue du Lac,Colombes,Maison,217,946400,7,2020-03-01
V1523,Rue des Écoles,Colombes,Maison,376,1614200,7,2022-03-01
V1524,Allée du Parc,Colombes,Maison,35,187000,8,2020-09-06
V1525,Boulevard des Écoles,Colombes,Maison,450,1940000,10,2020-12-25
V1526,Boulevard de la République,Colombes,Maison,269,1174800,9,2022-02-19
V1527,Boulevard de la Gare,Colombes,Maison,159,702800,7,2020-07-07
V1528,Boulevard du Lac,Colombes,Maison,98,441600,6,2021-04-01
V1529,Quai des Lilas,Colombes,Maison,260,1137000,9,2022-12-31
V1530,Chemin des Champs-Élysées,Colombes,Maison,351,1484200,2,2023-08-13
V1531,Allée de l'Église,Colombes,Maison,374,1615800,9,2020-06-29
V1532,Chemin des Fleurs,Colombes,Appartement,177,649500,6,2023-03-29
V1533,Quai des Lilas,Colombes,Appartement,146,561000,10,2021-09-05
V1534,Chemin de Bellevue,Colombes,Appartement,293,1055500,6,2023-03-21
V1535,Rue de la Forêt,Colombes,Appartement,405,1462500,9,2022-01-30
V1536,Quai des Vignes,Colombes,Appartement,366,1296000,3,2020-05-10
V1537,Quai de Bellevue,Colombes,Appartement,40,165000,5,2021-04-15
V1538,Boulevard du Moulin,Colombes,Appartement,65,257500,6,2020-11-03
V1539,Chemin de la Liberté,Colombes,Appartement,276,1011000,9,2023-05-09
V1540,Allée de la Mairie,Colombes,Appartement,500,1770000,4,2023-06-12
V1541,Allée du Lac,Colombes,Appartement,365,1297500,4,2021-10-11
V1542,Avenue de la Forêt,Aulnay-sous-Bois,Villa,100,545000,4,2020-08-25
V1543,Boulevard de l'Église,Aulnay-sous-Bois,Villa,84,486000,9,2021-01-26
V1544,Rue de la Forêt,Aulnay-sous-Bois,Villa,276,1489000,8,2020-01-06
V1545,Avenue des Écoles,Aulnay-sous-Bois,Villa,256,1379000,7,2022-05-25
V1546,Chemin de la Gare,Aulnay-sous-Bois,Villa,332,1763000,4,2021-06-26
V1547,Rue de la Mairie,Aulnay-sous-Bois,Villa,499,2669750,10,2021-03-27
V1548,Rue de Bellevue,Aulnay-sous-Bois,Villa,430,2292500,7,2023-08-23
V1549,Boulevard des Vignes,Aulnay-sous-Bois,Villa,434,2283500,1,2021-10-11
V1550,Place de la Paix,Aulnay-sous-Bois,Villa,394,2108500,8,2023-06-02
V1551,Quai des Champs-Élysées,Aulnay-sous-Bois,Villa,196,1054000,5,2022-02-03
V1552,Boulevard de la Gare,Aulnay-sous-Bois,Maison,286,1216200,3,2020-12-26
V1553,Rue du Lac,Aulnay-sous-Bois,Maison,417,1796400,9,2021-10-31
V1554,Chemin Saint-Martin,Aulnay-sous-Bois,Maison,393,1660600,2,2022-09-30
V1555,Allée Victor Hugo,Aulnay-sous-Bois,Maison,473,2036600,10,2022-03-07
V1556,Boulevard Victor Hugo,Aulnay-sous-Bois,Maison,324,1370800,2,2023-10-26
V1557,Rue de l'Église,Aulnay-sous-Bois,Maison,483,2068600,8,2020-11-16
V1558,Place du Parc,Aulnay-sous-Bois,Maison,152,648400,2,2023-08-03
V1559,Chemin de la République,Aulnay-sous-Bois,Maison,494,2094800,4,2021-08-26
V1560,Boulevard des Lilas,Aulnay-sous-Bois,Maison,390,1673000,7,2020-07-04
V1561,Allée de l'Église,Aulnay-sous-Bois,Maison,244,1074800,10,2020-12-08
V1562,Chemin du Moulin,Aulnay-sous-Bois,Appartement,171,643500,9,2022-09-18
V1563,Boulevard des Fleurs,Aulnay-sous-Bois,Appartement,373,1330500,5,2021-01-20
V1564,Chemin de la Mairie,Aulnay-sous-Bois,Appartement,475,1672500,2,2022-02-17
V1565,Place des Écoles,Aulnay-sous-Bois,Appartement,150,570000,9,2020-10-23
V1566,Chemin de la Liberté,Aulnay-sous-Bois,Appartement,181,658500,5,2021-12-16
V1567,Boulevard de l'Opéra,Aulnay-sous-Bois,Appartement,279,996500,4,2023-03-17
V1568,Place de la Gare,Aulnay-sous-Bois,Appartement,28,103000,1,2020-09-29
V1569,Quai du Lac,Aulnay-sous-Bois,Appartement,286,1036000,7,2022-08-12
V1570,Place Saint-Martin,Aulnay-sous-Bois,Appartement,304,1114000,10,2022-05-15
V1571,Quai de la Gare,Aulnay-sous-Bois,Appartement,204,744000,6,2022-01-21
V1572,Rue du Lac,La Rochelle,Villa,330,1772500,8,2022-07-04
V1573,Quai des Vignes,La Rochelle,Villa,78,424500,3,2023-06-12
V1574,Boulevard des Champs-Élysées,La Rochelle,Villa,311,1652750,4,2022-06-23
V1575,Place Jean Jaurès,La Rochelle,Villa,447,2376750,6,2022-03-12
V1576,Rue de Bellevue,La Rochelle,Villa,425,2241250,2,2021-08-17
V1577,Rue des Champs-Élysées,La Rochelle,Villa,133,733250,7,2023-02-19
V1578,Boulevard de la Liberté,La Rochelle,Villa,401,2135250,6,2022-11-19
V1579,Chemin des Champs-Élysées,La Rochelle,Villa,432,2273000,1,2021-03-19
V1580,Rue des Écoles,La Rochelle,Villa,305,1616250,3,2020-08-15
V1581,Quai de l'Église,La Rochelle,Villa,31,182750,4,2022-07-10
V1582,Allée du Moulin,La Rochelle,Maison,330,1406000,4,2023-09-21
V1583,Boulevard Saint-Martin,La Rochelle,Maison,219,939800,4,2020-02-01
V1584,Boulevard de la Mairie,La Rochelle,Maison,405,1741000,8,2022-10-08
V1585,Chemin de la Liberté,La Rochelle,Maison,60,262000,2,2022-03-23
V1586,Chemin de la Gare,La Rochelle,Maison,53,267600,9,2021-06-16
V1587,Quai de la République,La Rochelle,Maison,343,1470600,6,2020-08-13
V1588,Chemin du Parc,La Rochelle,Maison,110,487000,5,2020-06-17
V1589,Place de la République,La Rochelle,Maison,249,1055800,2,2022-04-23
V1590,Rue de la République,La Rochelle,Maison,41,207200,7,2023-05-15
V1591,Boulevard de Bellevue,La Rochelle,Maison,278,1177600,2,2020-05-22
V1592,Quai Saint-Martin,La Rochelle,Appartement,131,493500,7,2022-10-22
V1593,Rue Jean Jaurès,La Rochelle,Appartement,446,1591000,6,2020-12-30
V1594,Quai du Moulin,La Rochelle,Appartement,129,461500,2,2022-03-12
V1595,Boulevard de Bellevue,La Rochelle,Appartement,437,1569500,8,2023-08-31
V1596,Rue Saint-Martin,La Rochelle,Appartement,458,1653000,10,2022-11-28
V1597,Chemin de la Paix,La Rochelle,Appartement,99,396500,10,2020-04-28
V1598,Boulevard Saint-Martin,La Rochelle,Appartement,264,969000,9,2020-05-02
V1599,Rue du Parc,La Rochelle,Appartement,145,557500,10,2022-11-28
V1600,Place de l'Opéra,La Rochelle,Appartement,120,465000,9,2020-09-08
V1601,Allée Victor Hugo,La Rochelle,Appartement,108,428000,10,2023-03-08
V1602,Rue de la Forêt,Rueil-Malmaison,Villa,93,513250,5,2020-01-15
V1603,Place de la Paix,Rueil-Malmaison,Villa,422,2255500,8,2020-06-07
V1604,Boulevard des Lilas,Rueil-Malmaison,Villa,112,598000,2,2020-10-27
V1605,Avenue de la Liberté,Rueil-Malmaison,Villa,219,1164750,3,2023-07-25
V1606,Quai de la Liberté,Rueil-Malmaison,Villa,467,2486750,7,2022-02-18
V1607,Quai de la République,Rueil-Malmaison,Villa,76,444000,9,2020-12-14
V1608,Boulevard du Parc,Rueil-Malmaison,Villa,381,2020250,4,2023-08-03
V1609,Avenue de la Forêt,Rueil-Malmaison,Villa,257,1369250,4,2023-03-04
V1610,Quai des Champs-Élysées,Rueil-Malmaison,Villa,342,1840500,9,2020-03-12
V1611,Boulevard de la Gare,Rueil-Malmaison,Villa,409,2177250,6,2020-05-16
V1612,Avenue de Bellevue,Rueil-Malmaison,Maison,203,872600,4,2020-06-27
V1613,Avenue de la République,Rueil-Malmaison,Maison,93,420600,6,2023-07-13
V1614,Boulevard des Vignes,Rueil-Malmaison,Maison,126,559200,6,2022-05-15
V1615,Avenue du Lac,Rueil-Malmaison,Maison,199,885800,10,2022-08-11
V1616,Boulevard de Bellevue,Rueil-Malmaison,Maison,235,1027000,8,2023-01-11
V1617,Avenue des Écoles,Rueil-Malmaison,Maison,326,1414200,9,2020-05-28
V1618,Chemin de la République,Rueil-Malmaison,Maison,119,544800,9,2021-07-06
V1619,Quai de la Liberté,Rueil-Malmaison,Maison,104,451800,3,2023-06-08
V1620,Quai de la Liberté,Rueil-Malmaison,Maison,86,386200,5,2022-05-02
V1621,Rue de la Mairie,Rueil-Malmaison,Maison,179,781800,6,2023-02-22
V1622,Quai des Vignes,Rueil-Malmaison,Appartement,108,423000,9,2021-07-22
V1623,Place de la Gare,Rueil-Malmaison,Appartement,253,890500,1,2020-10-24
V1624,Avenue du Parc,Rueil-Malmaison,Appartement,148,568000,10,2023-05-02
V1625,Boulevard du Moulin,Rueil-Malmaison,Appartement,456,1646000,10,2020-08-30
V1626,Avenue du Moulin,Rueil-Malmaison,Appartement,148,523000,1,2020-08-11
V1627,Rue Victor Hugo,Rueil-Malmaison,Appartement,449,1601500,6,2021-02-09
V1628,Allée des Fleurs,Rueil-Malmaison,Appartement,430,1540000,7,2022-09-27
V1629,Place Jean Jaurès,Rueil-Malmaison,Appartement,371,1343500,9,2020-05-16
V1630,Rue des Lilas,Rueil-Malmaison,Appartement,42,167000,4,2023-11-23
V1631,Boulevard de la Mairie,Rueil-Malmaison,Appartement,391,1408500,8,2020-03-05
V1632,Rue Saint-Martin,Antibes,Villa,229,1247250,9,2020-04-10
V1633,Rue du Lac,Antibes,Villa,178,969500,7,2021-02-12
V1634,Chemin de la République,Antibes,Villa,65,376250,7,2021-11-23
V1635,Allée Saint-Martin,Antibes,Villa,436,2294000,1,2023-12-03
V1636,Avenue de la Paix,Antibes,Villa,80,440000,4,2021-04-19
V1637,Rue des Fleurs,Antibes,Villa,88,487000,5,2023-11-20
V1638,Rue de la Forêt,Antibes,Villa,335,1793750,7,2020-12-05
V1639,Place de la Forêt,Antibes,Villa,360,1910000,4,2021-03-14
V1640,Allée des Fleurs,Antibes,Villa,58,314500,2,2020-12-25
V1641,Avenue de Bellevue,Antibes,Villa,164,906000,9,2021-08-21
V1642,Rue de l'Église,Antibes,Maison,450,1900000,2,2020-07-01
V1643,Chemin de la République,Antibes,Maison,150,680000,10,2023-06-24
V1644,Boulevard du Lac,Antibes,Maison,451,1939200,9,2020-12-19
V1645,Rue des Fleurs,Antibes,Maison,35,172000,5,2021-12-31
V1646,Chemin de la Forêt,Antibes,Maison,499,2100800,1,2023-07-22
V1647,Rue des Fleurs,Antibes,Maison,274,1155800,1,2021-12-01
V1648,Chemin Victor Hugo,Antibes,Maison,263,1139600,7,2020-07-20
V1649,Chemin des Vignes,Antibes,Maison,350,1485000,3,2023-05-30
V1650,Allée de la République,Antibes,Maison,485,2062000,5,2020-03-07
V1651,Quai Saint-Martin,Antibes,Maison,455,1951000,8,2023-01-20
V1652,Chemin du Moulin,Antibes,Appartement,311,1138500,10,2023-06-19
V1653,Place de la Liberté,Antibes,Appartement,351,1233500,1,2022-04-09
V1654,Allée des Écoles,Antibes,Appartement,190,690000,5,2021-11-03
V1655,Avenue Saint-Martin,Antibes,Appartement,84,319000,5,2022-03-14
V1656,Quai des Champs-Élysées,Antibes,Appartement,242,897000,10,2023-10-09
V1657,Chemin Victor Hugo,Antibes,Appartement,308,1118000,8,2022-08-31
V1658,Chemin du Lac,Antibes,Appartement,308,1088000,2,2023-05-01
V1659,Quai de l'Église,Antibes,Appartement,113,440500,9,2023-08-29
V1660,Allée de la Paix,Antibes,Appartement,213,765500,4,2023-12-13
V1661,Place de la Paix,Antibes,Appartement,261,918500,1,2021-04-01
V1662,Chemin du Parc,Saint-Maur-des-Fossés,Villa,373,2003250,9,2020-10-22
V1663,Chemin de la Forêt,Saint-Maur-des-Fossés,Villa,463,2465750,7,2022-02-06
V1664,Boulevard de la Forêt,Saint-Maur-des-Fossés,Villa,349,1877250,9,2022-10-26
V1665,Boulevard de la Liberté,Saint-Maur-des-Fossés,Villa,425,2236250,1,2021-09-25
V1666,Avenue des Vignes,Saint-Maur-des-Fossés,Villa,346,1836500,4,2021-12-23
V1667,Place de la Liberté,Saint-Maur-des-Fossés,Villa,376,2024000,10,2022-09-04
V1668,Place de la Gare,Saint-Maur-des-Fossés,Villa,298,1579500,3,2020-11-29
V1669,Allée de Bellevue,Saint-Maur-des-Fossés,Villa,341,1795250,1,2020-06-05
V1670,Place de la Paix,Saint-Maur-des-Fossés,Villa,398,2114500,5,2020-10-10
V1671,Boulevard des Fleurs,Saint-Maur-des-Fossés,Villa,96,509000,1,2022-06-02
V1672,Rue Victor Hugo,Saint-Maur-des-Fossés,Maison,335,1447000,8,2022-11-08
V1673,Avenue de la République,Saint-Maur-des-Fossés,Maison,459,1947800,4,2021-08-04
V1674,Avenue du Parc,Saint-Maur-des-Fossés,Maison,307,1314400,5,2021-06-09
V1675,Avenue de la Forêt,Saint-Maur-des-Fossés,Maison,358,1548600,9,2021-11-11
V1676,Allée du Moulin,Saint-Maur-des-Fossés,Maison,183,798600,6,2021-03-21
V1677,Boulevard des Vignes,Saint-Maur-des-Fossés,Maison,121,553200,9,2023-07-24
V1678,Chemin de l'Église,Saint-Maur-des-Fossés,Maison,229,986800,5,2021-04-03
V1679,Chemin de la Liberté,Saint-Maur-des-Fossés,Maison,188,819600,6,2023-05-13
V1680,Avenue de la Paix,Saint-Maur-des-Fossés,Maison,378,1602600,3,2023-12-24
V1681,Allée des Écoles,Saint-Maur-des-Fossés,Maison,174,745800,3,2020-02-29
V1682,Avenue de la Paix,Saint-Maur-des-Fossés,Appartement,22,82000,1,2023-12-29
V1683,Allée du Lac,Saint-Maur-des-Fossés,Appartement,348,1233000,3,2021-11-24
V1684,Place des Vignes,Saint-Maur-des-Fossés,Appartement,84,334000,8,2021-06-18
V1685,Avenue des Fleurs,Saint-Maur-des-Fossés,Appartement,270,955000,2,2022-05-27
V1686,Rue de la Mairie,Saint-Maur-des-Fossés,Appartement,493,1775500,10,2022-09-08
V1687,Allée Jean Jaurès,Saint-Maur-des-Fossés,Appartement,190,685000,4,2022-05-01
V1688,Allée des Écoles,Saint-Maur-des-Fossés,Appartement,474,1709000,10,2022-12-17
V1689,Quai des Écoles,Saint-Maur-des-Fossés,Appartement,306,1111000,8,2023-07-03
V1690,Avenue des Lilas,Saint-Maur-des-Fossés,Appartement,233,860500,9,2020-09-22
V1691,Avenue du Parc,Saint-Maur-des-Fossés,Appartement,188,683000,5,2022-06-29
V1692,Rue du Parc,Calais,Villa,50,297500,7,2023-08-10
V1693,Allée de l'Opéra,Calais,Villa,137,764250,9,2023-06-01
V1694,Allée Victor Hugo,Calais,Villa,374,1973500,2,2023-12-04
V1695,Place de la Liberté,Calais,Villa,457,2434250,7,2022-02-12
V1696,Boulevard de la Gare,Calais,Villa,348,1862000,7,2021-06-09
V1697,Boulevard de la Gare,Calais,Villa,129,707250,6,2020-08-02
V1698,Quai Victor Hugo,Calais,Villa,289,1552250,7,2023-10-02
V1699,Boulevard de la Paix,Calais,Villa,451,2397750,6,2020-09-14
V1700,Allée des Vignes,Calais,Villa,50,287500,5,2020-01-06
V1701,Quai de la Paix,Calais,Villa,106,566500,2,2021-12-13
V1702,Chemin de la République,Calais,Maison,268,1135600,2,2023-05-02
V1703,Allée de la Liberté,Calais,Maison,251,1064200,2,2020-09-03
V1704,Place des Champs-Élysées,Calais,Maison,224,975800,7,2023-03-21
V1705,Rue du Lac,Calais,Maison,234,1002800,4,2021-04-22
V1706,Chemin de la Liberté,Calais,Maison,231,1020200,10,2020-10-14
V1707,Rue des Fleurs,Calais,Maison,250,1100000,10,2022-04-29
V1708,Rue Victor Hugo,Calais,Maison,173,761600,7,2023-08-19
V1709,Allée des Vignes,Calais,Maison,160,712000,8,2023-06-05
V1710,Allée de la Paix,Calais,Maison,173,736600,2,2022-12-25
V1711,Place de la Forêt,Calais,Maison,422,1797400,5,2023-06-18
V1712,Avenue du Lac,Calais,Appartement,385,1352500,1,2021-04-22
V1713,Place des Fleurs,Calais,Appartement,207,754500,6,2022-08-04
V1714,Avenue du Parc,Calais,Appartement,307,1104500,6,2021-03-12
V1715,Allée Jean Jaurès,Calais,Appartement,272,972000,4,2020-04-02
V1716,Rue de l'Opéra,Calais,Appartement,178,648000,5,2020-02-10
V1717,Chemin de la Paix,Calais,Appartement,488,1713000,1,2021-07-23
V1718,Avenue de la République,Calais,Appartement,149,526500,1,2022-08-09
V1719,Allée des Vignes,Calais,Appartement,80,320000,8,2023-08-16
V1720,Avenue Victor Hugo,Calais,Appartement,54,224000,7,2021-08-28
V1721,Rue de la Gare,Calais,Appartement,270,970000,5,2021-07-20
V1722,Allée Saint-Martin,Champigny-sur-Marne,Villa,227,1221750,6,2021-07-23
V1723,Quai Jean Jaurès,Champigny-sur-Marne,Villa,156,824000,1,2023-07-17
V1724,Avenue du Parc,Champigny-sur-Marne,Villa,486,2556500,1,2022-02-12
V1725,Avenue de la Forêt,Champigny-sur-Marne,Villa,47,291750,9,2021-09-28
V1726,Quai des Écoles,Champigny-sur-Marne,Villa,311,1667750,7,2023-02-03
V1727,Avenue de la Liberté,Champigny-sur-Marne,Villa,385,2056250,7,2023-01-17
V1728,Rue Jean Jaurès,Champigny-sur-Marne,Villa,99,569750,10,2022-05-24
V1729,Rue Saint-Martin,Champigny-sur-Marne,Villa,217,1184250,9,2021-04-10
V1730,Chemin des Champs-Élysées,Champigny-sur-Marne,Villa,164,911000,10,2023-12-10
V1731,Place de l'Opéra,Champigny-sur-Marne,Villa,496,2614000,2,2022-11-24
V1732,Allée Saint-Martin,Champigny-sur-Marne,Maison,192,846400,8,2021-12-22
V1733,Chemin de la Paix,Champigny-sur-Marne,Maison,446,1903200,6,2021-08-01
V1734,Avenue de la Gare,Champigny-sur-Marne,Maison,456,1965200,10,2021-05-06
V1735,Avenue de la Mairie,Champigny-sur-Marne,Maison,192,816400,2,2023-06-01
V1736,Quai des Écoles,Champigny-sur-Marne,Maison,322,1357400,1,2021-09-13
V1737,Place de la Paix,Champigny-sur-Marne,Maison,169,724800,3,2023-10-19
V1738,Rue de la Liberté,Champigny-sur-Marne,Maison,116,537200,10,2021-01-20
V1739,Allée de la Liberté,Champigny-sur-Marne,Maison,332,1439400,9,2020-07-02
V1740,Allée Victor Hugo,Champigny-sur-Marne,Maison,392,1661400,3,2020-03-21
V1741,Allée Jean Jaurès,Champigny-sur-Marne,Maison,381,1625200,5,2020-04-16
V1742,Place de la Paix,Champigny-sur-Marne,Appartement,39,186500,10,2022-11-23
V1743,Place de la Paix,Champigny-sur-Marne,Appartement,339,1221500,7,2020-01-31
V1744,Chemin de Bellevue,Champigny-sur-Marne,Appartement,316,1136000,6,2021-03-16
V1745,Rue des Champs-Élysées,Champigny-sur-Marne,Appartement,489,1726500,3,2023-05-24
V1746,Allée Jean Jaurès,Champigny-sur-Marne,Appartement,446,1591000,6,2022-02-03
V1747,Quai de Bellevue,Champigny-sur-Marne,Appartement,435,1542500,4,2023-07-31
V1748,Avenue du Lac,Champigny-sur-Marne,Appartement,351,1238500,2,2020-06-22
